wine,link,pontuação,avaliações,volume
Manz Contador de Estórias Tinto 2015,https://wine.com.br/vinhos/manz-contador-de-estorias-tinto-2015/prod22293.html,,,750.00 ml
Miolo Reserva Cabernet Sauvignon 2017 375 ml,https://wine.com.br/vinhos/miolo-reserva-cabernet-sauvignon-2017-375-ml/prod22305.html,,,375.00 ml
Miolo Seleção Pinot Grigio Riesling 2018,https://wine.com.br/vinhos/miolo-selecao-pinot-grigio-riesling-2018/prod22306.html,,,750.00 ml
Portal Colheita D.O.C. Douro Branco 2017,https://wine.com.br/vinhos/portal-colheita-d-o-c-douro-branco-2017/prod22289.html,,,750.00 ml
Pérez Cruz Winemaker's Selection 2016,https://wine.com.br/vinhos/perez-cruz-winemaker-s-selection-2016/prod22308.html,,(11),750.00 ml
Tamarí Ar Malbec 2015,https://wine.com.br/vinhos/tamari-ar-malbec-2015/prod22309.html,,,750.00 ml
Espumante Casa Valduga Arte Elegance Demi-Sec 2017,https://wine.com.br/vinhos/espumante-casa-valduga-arte-elegance-demi-sec-2017/prod22328.html,,(1),750.00 ml
Quinta do Portal Colheita 2016,https://wine.com.br/vinhos/quinta-do-portal-colheita-2016/prod22296.html,,,750.00 ml
Casa Valduga Origem Elegance Cabernet Sauvignon 2017,https://wine.com.br/vinhos/casa-valduga-origem-elegance-cabernet-sauvignon-2017/prod22326.html,,,750.00 ml
Manz Dona Fátima Cheleiros Jampal 2016,https://wine.com.br/vinhos/manz-dona-fatima-cheleiros-jampal-2016/prod22287.html,,(1),750.00 ml
Trapezio Vineyard Selection Malbec 2018,https://wine.com.br/vinhos/trapezio-vineyard-selection-malbec-2018/prod22295.html,,(1),750.00 ml
Manz Penedo Do Lexim Cheleiros Tinto 2016,https://wine.com.br/vinhos/manz-penedo-do-lexim-cheleiros-tinto-2016/prod22290.html,,(1),750.00 ml
Casa Burmester Reserva D.O.C. Douro Branco 2017,https://wine.com.br/vinhos/casa-burmester-reserva-d-o-c-douro-branco-2017/prod22207.html,,,750.00 ml
Maison Foucher Le Mont A.O.C. Sancerre Rouge 2017,https://wine.com.br/vinhos/maison-foucher-le-mont-a-o-c-sancerre-rouge-2017/prod22190.html,,,750.00 ml
Barahonda D.O. Yecla Verdejo 2018,https://wine.com.br/vinhos/barahonda-d-o-yecla-verdejo-2018/prod22204.html,,(1),750.00 ml
Espumante Cono Sur Sparkling Brut,https://wine.com.br/vinhos/espumante-cono-sur-sparkling-brut/prod22279.html,,(13),750.00 ml
Viu Manent Gran Reserva Malbec 2016,https://wine.com.br/vinhos/viu-manent-gran-reserva-malbec-2016/prod22297.html,,(1),750.00 ml
Urmeneta Cabernet Sauvignon 2018,https://wine.com.br/vinhos/urmeneta-cabernet-sauvignon-2018/prod22201.html,,(35),750.00 ml
Urmeneta Sauvignon Blanc 2018,https://wine.com.br/vinhos/urmeneta-sauvignon-blanc-2018/prod22202.html,,(12),750.00 ml
V9 Reserva Cabernet Sauvignon 2018,https://wine.com.br/vinhos/v9-reserva-cabernet-sauvignon-2018/prod22182.html,,(46),750.00 ml
Maison Foucher Le Champ Vallin A.O.C. Touraine 2017,https://wine.com.br/vinhos/maison-foucher-le-champ-vallin-a-o-c-touraine-2017/prod22189.html,,(5),750.00 ml
Plaisir de Merle Petit Plaisir Red Blend 2016,https://wine.com.br/vinhos/plaisir-de-merle-petit-plaisir-red-blend-2016/prod22276.html,,(6),750.00 ml
Louis M. Martini Napa Valley Cabernet Sauvignon 2016,https://wine.com.br/vinhos/louis-m-martini-napa-valley-cabernet-sauvignon-2016/prod22153.html,,,750.00 ml
Famiglia Bianchi Chardonnay 2014,https://wine.com.br/vinhos/famiglia-bianchi-chardonnay-2014/prod22330.html,,,750.00 ml
Tarapacá Gran Reserva Sauvignon Blanc 2015 375 ml,https://wine.com.br/vinhos/tarapaca-gran-reserva-sauvignon-blanc-2015-375-ml/prod22313.html,,,750.00 ml
Viña Tarapacá Cosecha Merlot 2018,https://wine.com.br/vinhos/vina-tarapaca-cosecha-merlot-2018/prod22311.html,,,750.00 ml
Rapariga da Quinta Colheita Seleccionada Tinto 2017,https://wine.com.br/vinhos/rapariga-da-quinta-colheita-seleccionada-tinto-2017/prod22314.html,,,750.00 ml
Château de La Rivière A.O.C. Fronsac 2015,https://wine.com.br/vinhos/chateau-de-la-riviere-a-o-c-fronsac-2015/prod22210.html,,,750.00 ml
Trapezio Vineyard Selection Cabernet Sauvignon 2018,https://wine.com.br/vinhos/trapezio-vineyard-selection-cabernet-sauvignon-2018/prod22286.html,,(1),750.00 ml
Esporão Alandra Tinto 2017,https://wine.com.br/vinhos/esporao-alandra-tinto-2017/prod22284.html,,,750.00 ml
Maison Bouachon Cotes Du Rhone Signargues Les Bariannes Aoc 2017,https://wine.com.br/vinhos/maison-bouachon-cotes-du-rhone-signargues-les-bariannes-aoc-2017/prod22358.html,,,750.00 ml
Salton Intenso Merlot Tannat 2017,https://wine.com.br/vinhos/salton-intenso-merlot-tannat-2017/prod22351.html,,(3),750.00 ml
Cremaschi Furlotti Edición Limitada Zinfandel 2017,https://wine.com.br/vinhos/cremaschi-furlotti-edicion-limitada-zinfandel-2017/prod22397.html,,(4),750.00 ml
Herdade da Farizoa Tinto 2015,https://wine.com.br/vinhos/herdade-da-farizoa-tinto-2015/prod22369.html,,(4),750.00 ml
Susana Balbo Crios Mendoza Malbec 2018 375 ml,https://wine.com.br/vinhos/susana-balbo-crios-mendoza-malbec-2018-375-ml/prod22398.html,,,375.00 ml
Porca de Murça D.O.C. Douro 2016,https://wine.com.br/vinhos/porca-de-murca-d-o-c-douro-2016/prod22335.html,,,750.00 ml
Impetu Carmenere 2018,https://wine.com.br/vinhos/impetu-carmenere-2018/prod22244.html,,(25),750.00 ml
Château de La Rivière A.O.C. Fronsac 2011,https://wine.com.br/vinhos/chateau-de-la-riviere-a-o-c-fronsac-2011/prod22211.html,,(5),750.00 ml
Altos del Condor Tinto 2018,https://wine.com.br/vinhos/altos-del-condor-tinto-2018/prod22222.html,,(9),750.00 ml
Urmeneta Merlot 2018,https://wine.com.br/vinhos/urmeneta-merlot-2018/prod22198.html,,(28),750.00 ml
Root:1 Reserva Maipo Valley Cabernet Sauvignon 2017,https://wine.com.br/vinhos/root-1-reserva-maipo-valley-cabernet-sauvignon-2017/prod22175.html,,(197),750.00 ml
Maison Foucher Les Tuffeaux A.O.C. Saumur-Champigny 2017,https://wine.com.br/vinhos/maison-foucher-les-tuffeaux-a-o-c-saumur-champigny-2017/prod22192.html,,(1),750.00 ml
Miguel Torres Gran Reserva Carménère 2015,https://wine.com.br/vinhos/miguel-torres-gran-reserva-carmenere-2015/prod22094.html,,(2),750.00 ml
V9 Reserva Carménère 2018,https://wine.com.br/vinhos/v9-reserva-carmenere-2018/prod22181.html,,(51),750.00 ml
Paine Winemaker´s Choice Cabernet Sauvignon Syrah 2018,https://wine.com.br/vinhos/paine-winemaker-s-choice-cabernet-sauvignon-syrah-2018/prod22127.html,,(29),750.00 ml
Miguel Torres Gran Reserva Cabernet Sauvignon 2015,https://wine.com.br/vinhos/miguel-torres-gran-reserva-cabernet-sauvignon-2015/prod22141.html,,(63),750.00 ml
Pérez Cruz C+M D.O. Valle del Maipo Carménère Malbec 2017,https://wine.com.br/vinhos/perez-cruz-c-m-d-o-valle-del-maipo-carmenere-malbec-2017/prod22130.html,,(60),750.00 ml
Ernst Loosen Pfalz Edition Riesling 2017,https://wine.com.br/vinhos/ernst-loosen-pfalz-edition-riesling-2017/prod22116.html,,(8),750.00 ml
Quinta Dos Murças Reserva D.O.C. Douro 2011,https://wine.com.br/vinhos/quinta-dos-murcas-reserva-d-o-c-douro-2011/prod22282.html,,,750.00 ml
Espumante Casa Valduga Arte Rosé Brut 2017,https://wine.com.br/vinhos/espumante-casa-valduga-arte-rose-brut-2017/prod22327.html,,,750.00 ml
Roquette & Cazes D.O.C. Douro 2015,https://wine.com.br/vinhos/roquette-cazes-d-o-c-douro-2015/prod22283.html,,,750.00 ml
Gran Tarapacá Reserva Cabernet Sauvignon 2017,https://wine.com.br/vinhos/gran-tarapaca-reserva-cabernet-sauvignon-2017/prod22316.html,,,750.00 ml
Bodega Amalia Dos Fincas Valle de Uco Malbec 2017,https://wine.com.br/vinhos/bodega-amalia-dos-fincas-valle-de-uco-malbec-2017/prod22294.html,,(1),750.00 ml
Casa Valduga Terroir Sauvignon Blanc 2018,https://wine.com.br/vinhos/casa-valduga-terroir-sauvignon-blanc-2018/prod22329.html,,(1),750.00 ml
Viu Manent Secreto Carménère 2014,https://wine.com.br/vinhos/viu-manent-secreto-carmenere-2014/prod22298.html,,(2),750.00 ml
Manz Pomar do Espirito Santo Cheleiros 2015,https://wine.com.br/vinhos/manz-pomar-do-espirito-santo-cheleiros-2015/prod22292.html,,,750.00 ml
Quinta do Portal Trevo D.O.C. Vinho Verde 2017,https://wine.com.br/vinhos/quinta-do-portal-trevo-d-o-c-vinho-verde-2017/prod22291.html,,(1),750.00 ml
Frei Brothers Reserve Russian River Pinot Noir 2016,https://wine.com.br/vinhos/frei-brothers-reserve-russian-river-pinot-noir-2016/prod22146.html,,,750.00 ml
Gallo Signature Series Russian River Valley Chardonnay 2016,https://wine.com.br/vinhos/gallo-signature-series-russian-river-valley-chardonnay-2016/prod22145.html,,(1),750.00 ml
Ghost Pines Winemakers Blend Red 2016,https://wine.com.br/vinhos/ghost-pines-winemakers-blend-red-2016/prod22144.html,,(3),750.00 ml
Partridge Unfiltered Pinot Gris 2018,https://wine.com.br/vinhos/partridge-unfiltered-pinot-gris-2018/prod22091.html,,(3),750.00 ml
Alonso López de Familia Crianza D.O.Ca. Rioja 2015,https://wine.com.br/vinhos/alonso-lopez-de-familia-crianza-d-o-ca-rioja-2015/prod22101.html,,(2),750.00 ml
Château Castera Cru Bourgeois A.O.C. Médoc 2015,https://wine.com.br/vinhos/chateau-castera-cru-bourgeois-a-o-c-medoc-2015/prod22106.html,,(4),750.00 ml
Partridge Unfiltered Sauvignon Blanc 2018,https://wine.com.br/vinhos/partridge-unfiltered-sauvignon-blanc-2018/prod22092.html,,(7),750.00 ml
Nzinga Cape Red 2018,https://wine.com.br/vinhos/nzinga-cape-red-2018/prod22122.html,,(178),750.00 ml
Ernst Loosen Pfalz Edition Pinot Blanc 2018,https://wine.com.br/vinhos/ernst-loosen-pfalz-edition-pinot-blanc-2018/prod22114.html,,(12),750.00 ml
Paine Rosé 2018,https://wine.com.br/vinhos/paine-rose-2018/prod22128.html,,(6),750.00 ml
Château Bourbon La Chapelle A.O.C. Médoc 2016,https://wine.com.br/vinhos/chateau-bourbon-la-chapelle-a-o-c-medoc-2016/prod22107.html,,(8),750.00 ml
Casar de Burbia Heritage D.O. Bierzo Mencía 2015,https://wine.com.br/vinhos/casar-de-burbia-heritage-d-o-bierzo-mencia-2015/prod22046.html,,(6),750.00 ml
Kinast K Barrel Reserva Syrah 2017,https://wine.com.br/vinhos/kinast-k-barrel-reserva-syrah-2017/prod22044.html,,(23),750.00 ml
Alonso López de Familia Reserva D.O.Ca. Rioja 2011,https://wine.com.br/vinhos/alonso-lopez-de-familia-reserva-d-o-ca-rioja-2011/prod22102.html,,(6),750.00 ml
Court Rollan Filius Blend de Blends 2016,https://wine.com.br/vinhos/court-rollan-filius-blend-de-blends-2016/prod22049.html,,(3),750.00 ml
Salton Intenso Chardonnay 2018,https://wine.com.br/vinhos/salton-intenso-chardonnay-2018/prod22028.html,,,750.00 ml
Potente D.O. Montsant 2016,https://wine.com.br/vinhos/potente-d-o-montsant-2016/prod22047.html,,(6),750.00 ml
Salton Intenso Merlot 2017,https://wine.com.br/vinhos/salton-intenso-merlot-2017/prod22032.html,,(3),750.00 ml
Calyptra Gran Reserva Chardonnay 2016,https://wine.com.br/vinhos/calyptra-gran-reserva-chardonnay-2016/prod21767.html,,(1),750.00 ml
Cathedral Cellar W.O. Western Cape Sauvignon Blanc 2017,https://wine.com.br/vinhos/cathedral-cellar-w-o-western-cape-sauvignon-blanc-2017/prod21758.html,,(15),750.00 ml
Yalumba Coonawarra Cabernet Sauvignon 2016,https://wine.com.br/vinhos/yalumba-coonawarra-cabernet-sauvignon-2016/prod21747.html,,(13),750.00 ml
Calyptra Zahir 2011,https://wine.com.br/vinhos/calyptra-zahir-2011/prod21768.html,,(11),750.00 ml
Quatro Elementos Canelones Sauvignon Blanc 2018,https://wine.com.br/vinhos/quatro-elementos-canelones-sauvignon-blanc-2018/prod21586.html,,,750.00 ml
Aterciopelado País Malbec 2016,https://wine.com.br/vinhos/aterciopelado-pais-malbec-2016/prod21553.html,,(12),750.00 ml
Dádivas Merlot Cabernet Sauvignon 2017,https://wine.com.br/vinhos/dadivas-merlot-cabernet-sauvignon-2017/prod21654.html,,,750.00 ml
Cuatro Elementos Chardonnay 2018,https://wine.com.br/vinhos/cuatro-elementos-chardonnay-2018/prod21587.html,,(2),750.00 ml
Lidio Carraro Agnus Tannat 2017,https://wine.com.br/vinhos/lidio-carraro-agnus-tannat-2017/prod21650.html,,(1),750.00 ml
Carpineto Riserva D.O.C.G. Vino Nobile di Montepulciano 2015,https://wine.com.br/vinhos/carpineto-riserva-d-o-c-g-vino-nobile-di-montepulciano-2015/prod22074.html,,(2),750.00 ml
Salton Paradoxo Chardonnay 2018,https://wine.com.br/vinhos/salton-paradoxo-chardonnay-2018/prod22035.html,,(1),750.00 ml
Artefacto Branco 2016,https://wine.com.br/vinhos/artefacto-branco-2016/prod22069.html,,(2),750.00 ml
Salton Classic Cabernet Sauvignon 2017,https://wine.com.br/vinhos/salton-classic-cabernet-sauvignon-2017/prod22037.html,,,750.00 ml
Carpineto Riserva D.O.C.G. Chianti Classico 2015,https://wine.com.br/vinhos/carpineto-riserva-d-o-c-g-chianti-classico-2015/prod22073.html,,,750.00 ml
Partridge Reserva Malbec Rosé 2018,https://wine.com.br/vinhos/partridge-reserva-malbec-rose-2018/prod22090.html,,(36),750.00 ml
Salton Intenso Pinot Noir 2017,https://wine.com.br/vinhos/salton-intenso-pinot-noir-2017/prod22031.html,,,750.00 ml
Kinast K Barrel Reserva Cabernet Sauvignon 2017,https://wine.com.br/vinhos/kinast-k-barrel-reserva-cabernet-sauvignon-2017/prod22045.html,,(19),750.00 ml
Antuco Reserva Chardonnay 2018,https://wine.com.br/vinhos/antuco-reserva-chardonnay-2018/prod22057.html,,(15),750.00 ml
Laborie W.O. Western Cape Chardonnay 2018,https://wine.com.br/vinhos/laborie-w-o-western-cape-chardonnay-2018/prod21755.html,,(5),750.00 ml
Portal das Hortas D.O. Vinho Verde Avesso Arinto 2017,https://wine.com.br/vinhos/portal-das-hortas-d-o-vinho-verde-avesso-arinto-2017/prod21741.html,,(10),750.00 ml
Pointer by Undurraga Reserva Cabernet Sauvignon 2017,https://wine.com.br/vinhos/pointer-by-undurraga-reserva-cabernet-sauvignon-2017/prod21739.html,,(71),750.00 ml
Calyptra Gran Reserva Sauvignon Blanc 2015,https://wine.com.br/vinhos/calyptra-gran-reserva-sauvignon-blanc-2015/prod21766.html,,,750.00 ml
Portal das Hortas D.O. Vinho Verde Avesso Alvarinho,https://wine.com.br/vinhos/portal-das-hortas-d-o-vinho-verde-avesso-alvarinho/prod21742.html,,(8),750.00 ml
Yalumba The Strapper 2016,https://wine.com.br/vinhos/yalumba-the-strapper-2016/prod21748.html,,(8),750.00 ml
Calyptra Inédito Limited Edition 2014,https://wine.com.br/vinhos/calyptra-inedito-limited-edition-2014/prod21769.html,,(3),750.00 ml
Cathedral Cellar Triptych W.O. Western Cape  2015,https://wine.com.br/vinhos/cathedral-cellar-triptych-w-o-western-cape-2015/prod21757.html,,(6),750.00 ml
Laborie W.O. Western Cape Sauvignon Blanc 2018,https://wine.com.br/vinhos/laborie-w-o-western-cape-sauvignon-blanc-2018/prod21756.html,,(7),750.00 ml
Píxide D.O. Ribera del Duero Tempranillo 2016,https://wine.com.br/vinhos/pixide-d-o-ribera-del-duero-tempranillo-2016/prod22086.html,,(7),750.00 ml
Capitán Tomás Reserva Malbec Cabernet Franc 2017,https://wine.com.br/vinhos/capitan-tomas-reserva-malbec-cabernet-franc-2017/prod22061.html,,(139),750.00 ml
Espumante J. Raventós Roig D.O. Cava Rosé Brut,https://wine.com.br/vinhos/espumante-j-raventos-roig-d-o-cava-rose-brut/prod21990.html,,(3),750.00 ml
Court Rollan Mater Carménère 2015,https://wine.com.br/vinhos/court-rollan-mater-carmenere-2015/prod22048.html,,(2),750.00 ml
Salton Intenso Marselan Teroldego 2017,https://wine.com.br/vinhos/salton-intenso-marselan-teroldego-2017/prod22029.html,,(2),750.00 ml
Capitán Tomás Reserva Malbec Tannat 2017,https://wine.com.br/vinhos/capitan-tomas-reserva-malbec-tannat-2017/prod22060.html,,(161),750.00 ml
Salton Intenso Merlot Rosé 2018,https://wine.com.br/vinhos/salton-intenso-merlot-rose-2018/prod22030.html,,,750.00 ml
Partridge Flying Chardonnay 2018,https://wine.com.br/vinhos/partridge-flying-chardonnay-2018/prod22089.html,,(20),750.00 ml
Pêra Doce Reserva 2016,https://wine.com.br/vinhos/pera-doce-reserva-2016/prod21957.html,,(162),750.00 ml
Lievland Vineyards Bush Vine Pinotage 2017,https://wine.com.br/vinhos/lievland-vineyards-bush-vine-pinotage-2017/prod21903.html,,(30),750.00 ml
Torroxal D.O. Rías Baixas Albariño 2018,https://wine.com.br/vinhos/torroxal-d-o-rias-baixas-albarino-2018/prod21898.html,,(14),750.00 ml
Estrella de Pascua Carménère 2018,https://wine.com.br/vinhos/estrella-de-pascua-carmenere-2018/prod21931.html,,(1),750.00 ml
Fortant de France Terroir d'Altitude Merlot 2017,https://wine.com.br/vinhos/fortant-de-france-terroir-d-altitude-merlot-2017/prod21795.html,,(13),750.00 ml
Kinast CKC Edition Gran Reserva Cabernet Franc 2016,https://wine.com.br/vinhos/kinast-ckc-edition-gran-reserva-cabernet-franc-2016/prod21908.html,,(4),750.00 ml
Espumante Chandon Réserve Brut Colors Collection com 2 Taças Brancas Exclusivas,https://wine.com.br/vinhos/espumante-chandon-reserve-brut-colors-collection-com-2-tacas-brancas-exclusivas/prod21927.html,,(2),750.00 ml
Estrella de Pascua Merlot 2018,https://wine.com.br/vinhos/estrella-de-pascua-merlot-2018/prod21932.html,,(1),750.00 ml
Terrazas de los Andes Altos del Plata Malbec 2017,https://wine.com.br/vinhos/terrazas-de-los-andes-altos-del-plata-malbec-2017/prod21896.html,,,750.00 ml
Kinast CKC Edition Gran Reserva Cabernet Sauvignon Petit Verdot 2016,https://wine.com.br/vinhos/kinast-ckc-edition-gran-reserva-cabernet-sauvignon-petit-verdot-2016/prod21907.html,,(4),750.00 ml
El Padre Cabernet Franc 2015,https://wine.com.br/vinhos/el-padre-cabernet-franc-2015/prod21552.html,,(7),750.00 ml
Casa Valduga Terroir Identidade Arinarnoa 2015,https://wine.com.br/vinhos/casa-valduga-terroir-identidade-arinarnoa-2015/prod21661.html,,,750.00 ml
Casa Valduga Terroir Leopoldina Merlot Rosé 2018,https://wine.com.br/vinhos/casa-valduga-terroir-leopoldina-merlot-rose-2018/prod21663.html,,,750.00 ml
Lidio Carraro Agnvs Malbec 2017,https://wine.com.br/vinhos/lidio-carraro-agnvs-malbec-2017/prod21649.html,,,750.00 ml
Morandé Edición Limitada Carignan 2016,https://wine.com.br/vinhos/morande-edicion-limitada-carignan-2016/prod21522.html,,(15),750.00 ml
Lidio Carraro Faces do Brasil Pinot Noir Rosé 2017,https://wine.com.br/vinhos/lidio-carraro-faces-do-brasil-pinot-noir-rose-2017/prod21652.html,,,750.00 ml
Casa Valduga Terroir Identidade Marselan 2015,https://wine.com.br/vinhos/casa-valduga-terroir-identidade-marselan-2015/prod21662.html,,(1),750.00 ml
Casa Valduga Origem Cabernet Sauvignon 2017,https://wine.com.br/vinhos/casa-valduga-origem-cabernet-sauvignon-2017/prod21659.html,,(1),750.00 ml
Espumante Casa Valduga RSV Blush Rosé Brut 2016,https://wine.com.br/vinhos/espumante-casa-valduga-rsv-blush-rose-brut-2016/prod21657.html,,(1),750.00 ml
Lievland Vineyards Cabernet Sauvignon 2017,https://wine.com.br/vinhos/lievland-vineyards-cabernet-sauvignon-2017/prod21904.html,,(22),750.00 ml
Rantamplán D.O. Rueda Verdejo 2018,https://wine.com.br/vinhos/rantamplan-d-o-rueda-verdejo-2018/prod21899.html,,(11),750.00 ml
Espumante Salton Royal Ice Demi-Sec,https://wine.com.br/vinhos/espumante-salton-royal-ice-demi-sec/prod22027.html,,(1),750.00 ml
Doña Paula Estate Riesling 2015,https://wine.com.br/vinhos/dona-paula-estate-riesling-2015/prod21871.html,,(13),750.00 ml
Estrella de Pascua Cabernet Sauvignon 2018,https://wine.com.br/vinhos/estrella-de-pascua-cabernet-sauvignon-2018/prod21930.html,,,750.00 ml
Espumante Baby Chandon Passion Rosé Demi-Sec 187 ml,https://wine.com.br/vinhos/espumante-baby-chandon-passion-rose-demi-sec-187-ml/prod21928.html,,(3),187.00 ml
Las Perdices Exploración La Consulta Malbec 2016,https://wine.com.br/vinhos/las-perdices-exploracion-la-consulta-malbec-2016/prod21840.html,,(3),750.00 ml
Estrella de Pascua Sauvignon Blanc 2018,https://wine.com.br/vinhos/estrella-de-pascua-sauvignon-blanc-2018/prod21933.html,,(1),750.00 ml
Las Perdices Exploración Paraje Altamira Malbec 2017,https://wine.com.br/vinhos/las-perdices-exploracion-paraje-altamira-malbec-2017/prod21839.html,,(4),750.00 ml
